152     -0.0209190      0.0229123
153     -0.0217819      0.0241234
154     -0.0224797      0.0243010
155     -0.0214660      0.0244954
156     -0.0220354      0.0248063
157     -0.0218503      0.0243776
158     -0.0226240      0.0240569
159     -0.0230818      0.0229809
160     -0.0212904      0.0101531
161     -0.0221616      0.0081171
162     -0.0214013      0.0083047
163     -0.0213563      0.0110782
164     -0.0227413      0.0083265
165     -0.0232260      0.0097692
166     -0.0217696      0.0107561
167     -0.0234146      0.0095780
168     -0.0213498      0.0098918
169     -0.0230192      0.0098414
170     -0.0217090      0.0101199
171     -0.0210529      0.0087580
172     -0.0212195      0.0097971
173     -0.0230431      0.0083452
174     -0.0228210      0.0104130
175     -0.0219081      0.0094253
176     -0.0216681      0.0078756
177     -0.0210870      0.0103946
178     -0.0228049      0.0083033
179     -0.0240444      0.0090371
180      0.0211203      0.0070561
181      0.0229776      0.0054843
182      0.0241213      0.0064932
183      0.0220226      0.0071858
184      0.0214759      0.0063556
185      0.0236551      0.0070015
186      0.0236319      0.0064967
187      0.0233826      0.0074404
188      0.0223250      0.0089343
189      0.0230675      0.0069273
190      0.0234950      0.0068913
191      0.0220941      0.0061711
192      0.0221234      0.0064376
193      0.0219024      0.0068161
194      0.0228993      0.0055003
195      0.0230863      0.0063725
196      0.0242906      0.0080501
197      0.0239212      0.0056218
198      0.0215756      0.0063447
199      0.0233811      0.0081712
